"order_id","products"
1517552,"892"
1586941,"892"
1647257,"892"
1909958,"892"
2598577,"892"
668570,"903"
2155052,"903 12561"
3281758,"908"
3180022,"910"
127294,"911"
153088,"919"
551051,"919"
1650100,"925"
2122296,"925"
2947782,"929"
1719789,"987"
3347222,"992"
2404184,"992"
983761,"995"
2969925,"1028"
1994431,"1033"
2590190,"1034"
1501798,"1035"
40419,"1042"
2398543,"1044"
1970001,"1054"
2763714,"1068"
1214177,"1078"
1087996,"1084"
1562580,"1084"
2700402,"1084"
2806055,"1111"
1377890,"1118"
2646051,"1118"
3368432,"1119"
636277,"1121"
1426489,"1122"
782683,"1136"
2443283,"1136"
1219344,"1139"
368905,"1144"
1286325,"1144"
2361250,"1144"
2685602,"1144"
1339273,"1166"
2673847,"1166"
98272,"1179"
1249386,"1183"
659362,"1192"
18134,"1192"
448798,"1192"
913069,"1201"
2017779,"1201"
1485283,"1201"
1759263,"1219"
979146,"1228"
2001347,"1228"
1023094,"1272"
1550297,"1272"
1905423,"1272"
1145768,"1274"
1510964,"1285"
3164312,"1293"
3399856,"1301"
1374711,"1301"
392140,"1314"
2361058,"1349 37704"
445185,"1349"
1981627,"1349"
1835368,"1357"
1894134,"1357"
3044472,"1357"
98356,"1358"
2832293,"1371"
2949950,"1374"
3028743,"1374"
2174927,"1378"
2337175,"1378"
1569634,"1395"
2557486,"1397"
3297476,"1403"
1448052,"1409"
3013958,"1412"
156681,"1426"
822814,"1433"
2232737,"1439"
1219790,"1446"
2937799,"1452"
1997207,"1457"
2937034,"1466"
777528,"1470"
627399,"1476"
4124,"1480"
712377,"1480"
2963795,"1487"
1197556,"1494"
2726631,"1505"
2165994,"1513"
308285,"1536"
411949,"1538"
1536324,"1538 46843"
1899263,"1552"
2890202,"1552"
606951,"1556"
3326916,"1558"
757465,"1569"
3050787,"1571"
2762714,"1574"
3061130,"1575"
1649752,"1606"
1652748,"1610"
3251167,"1610"
2251477,"1624"
106380,"1629"
362550,"1633"
1745172,"1633"
3307997,"1645"
1241948,"1673"
1353862,"1673"
273813,"1676"
2495804,"1676"
2565279,"1690"
2362870,"1691"
1081072,"1704"
769277,"1706"
2680367,"1725"
160932,"1731"
484412,"1731"
1470073,"1732"
2535177,"1770"
1789152,"1775"
1982993,"1782"
2133866,"1794"
2190106,"1798"
1413243,"1825"
2474845,"1832"
1753352,"1834"
282319,"1836"
228516,"1852"
420354,"1852"
507487,"1852"
2424406,"1852"
1247554,"1853"
2877021,"1853"
1214767,"1887"
3181498,"1887"
1371891,"1894"
570204,"1914"
677129,"1914"
2151981,"1914"
2165087,"1916"
1573453,"1920"
1982190,"1922"
1361473,"1923"
1498524,"1923 8891"
1941969,"1923"
2266184,"1923"
3215931,"1958"
2391661,"1962"
644821,"1973"
1599692,"1991"
2256297,"1998"
2771927,"1998"
60955,"1998"
1538834,"2001"
2725219,"2007"
1890985,"2028"
2924002,"2028"
1345609,"2028"
2762750,"2028"
3165626,"2040"
58340,"2044"
232231,"2055"
1123398,"2055"
1156119,"2055"
1805617,"2055"
1955672,"2055"
1201613,"2057"
1384654,"2080"
234326,"2090"
886930,"2106"
1727719,"2106"
1552960,"2106"
2681707,"2112"
296612,"2123"
2260668,"2126"
1887274,"2142"
2551033,"2142"
1298180,"2148"
1201783,"2172"
1800492,"2175"
593476,"2175"
2418838,"2178"
158241,"2187"
880152,"2189"
1562755,"2189"
1989553,"2201"
639200,"2220"
1451877,"2227"
958755,"2237"
2303607,"2237"
1152752,"2241"
2963992,"2247"
737266,"2256"
1693291,"2256"
3247938,"2256"
2985225,"2257"
2529493,"2257"
2381311,"2263"
3340762,"2263"
574639,"2265"
725533,"2288"
2934187,"2288"
358043,"2289"
143634,"2300"
1999597,"2310"
1028208,"2310"
107543,"2316"
2623977,"2316"
2709600,"2316"
3089001,"2317"
1651845,"2327"
2613448,"2327"
723638,"2327"
2779385,"2327"
2535199,"2332"
663781,"2349"
1992175,"2351"
439934,"2352"
1768339,"2356"
191461,"2359"
1245686,"2359"
2860401,"2359"
910777,"2366"
163204,"2367"
2233931,"2367"
2895416,"2371"
951627,"2375"
1328137,"2378"
2743344,"2378"
3236957,"2386"
2673751,"2400"
2353419,"2404"
1388731,"2409"
682858,"2411 26567"
1545542,"2413"
1152916,"2413"
1014820,"2418"
2548831,"2421"
2713509,"2421"
401895,"2422"
1085140,"2422"
611918,"2427"
1561732,"2428"
859569,"2445"
204429,"2466"
1941095,"2468"
3060062,"2468"
2388907,"2473"
616274,"2473"
1116523,"2473"
2497873,"2473"
2903941,"2476"
443129,"2477"
145127,"2477"
2217081,"2509"
1863338,"2509"
2038265,"2525"
186318,"2528"
1679008,"2528"
1168671,"2528"
1409805,"2549"
1262642,"2559"
1629250,"2559"
2636510,"2559"
2964732,"2559"
3364285,"2568"
1114096,"2569"
134858,"2572"
1255455,"2579"
3122537,"2579"
663687,"2584"
1268638,"2585"
2750661,"2585"
1134390,"2589"
1742260,"2589"
1077109,"2592"
3195449,"2592"
1284979,"2601"
1926082,"2602"
1783119,"2610"
897013,"2613"
1286875,"2614"
2575986,"2614"
3040836,"2624"
3032811,"2631"
3312777,"2632"
858872,"2641"
1394235,"2641"
1563066,"2641"
3316061,"2641"
947094,"2657"
2101101,"2657"
2938368,"2657"
544993,"2667"
2766846,"2694"
270016,"2698"
3328071,"2714"
1598545,"2714"
2425079,"2714"
3221469,"2714"
102362,"2719"
2597893,"2719"
1470364,"2725 12494"
1903129,"2725"
1217517,"2727"
626781,"2740"
1206042,"2740"
182207,"2743"
3307932,"2743"
896609,"2744"
3273283,"2744"
693603,"2747"
3218203,"2747"
2519350,"2751"
1871208,"2756"
1700947,"2757"
276524,"2757"
1893768,"2757"
594428,"2757"
2362124,"2758"
1955342,"2782"
1902271,"2790"
1796103,"2795"
1923433,"2797"
1551794,"2801"
1209235,"2806"
1368504,"2806 12906"
1904836,"2806"
2668366,"2806"
2103739,"2809"
1343389,"2812"
3132784,"2814"
1568985,"2827"
2929526,"2832"
60153,"2836"
387215,"2861"
1825699,"2869"
223588,"2880"
525216,"2883"
1681220,"2896"
456981,"2903"
1825126,"2917"
3210306,"2925"
2373284,"2928"
844851,"2936"
1401201,"2943"
163745,"2944"
1359654,"2944"
1763889,"2944"
1804841,"2944"
1283278,"2947"
3372043,"2970"
1652795,"2972"
2513605,"2990"
1552736,"2991"
1804729,"2991"
1944255,"2991"
2337600,"2991"
2879931,"2991"
1037206,"2998"
3173782,"3013"
3100867,"3016"
1640654,"3019"
119854,"3021"
566599,"3021"
1450203,"3022"
1677951,"3033"
2196029,"3034"
1386379,"3035"
2063656,"3035"
510448,"3041"
1154627,"3051"
1761444,"3051"
62937,"3057"
2350410,"3060"
1346544,"3062"
1361301,"3077"
342962,"3080"
2985526,"3080"
673994,"3088"
1462471,"3088"
2189863,"3088"
2026559,"3092"
2110076,"3094"
649794,"3094"
2634757,"3102"
1614385,"3105"
1755269,"3105"
2805512,"3105"
1190174,"3122"
1770184,"3122"
515008,"3129"
548877,"3129"
1692485,"3152"
1543358,"3155"
1911966,"3155"
1119256,"3164"
1572883,"3164"
1948746,"3166"
2987565,"3166"
3358479,"3166"
1546481,"3176"
133571,"3180"
2875996,"3181"
1997342,"3184"
903502,"3187"
936271,"3187"
1244731,"3187"
1957691,"3190"
3337087,"3190"
39270,"3195"
45376,"3207"
1152630,"3207"
1141807,"3218"
2318572,"3218"
127094,"3233"
2774181,"3238"
1502002,"3238"
401101,"3244"
968451,"3244"
2509989,"3244"
971131,"3244"
162703,"3245"
1478837,"3255"
1737631,"3256"
1275786,"3256"
2050719,"3256"
2609586,"3260"
2322798,"3260"
860069,"3262"
1958414,"3262"
1049718,"3264"
3080838,"3264"
1710643,"3264"
167459,"3282"
3089696,"3291"
3188130,"3326"
24683,"3331"
2016335,"3338"
1728744,"3338"
3015718,"3338"
3420267,"3338"
2725923,"3351"
2248430,"3360"
674221,"3367"
1821062,"3380"
504341,"3384"
3290002,"3384"
845043,"3388"
1696787,"3401"
1677639,"3409"
1504027,"3412"
2939269,"3416"
1088645,"3421"
1616503,"3423"
3342292,"3423"
451916,"3424"
1214110,"3443"
3046999,"3454"
198954,"3461"
2391263,"3470"
1061088,"3472"
380581,"3474"
3300234,"3474"
1670546,"3476"
1515572,"3476"
2227197,"3476"
2918883,"3482"
286647,"3487"
950228,"3492"
1771241,"3492"
434264,"3502"
2392947,"3511"
883210,"3514"
1910172,"3515"
538530,"3520"
2682828,"3521"
3084677,"3521"
1904647,"3521"
2375897,"3533"
2675682,"3533"
455438,"3563"
2371295,"3563"
2680353,"3573"
426238,"3574"
3376639,"3574"
185710,"3584"
980084,"3584 9593"
854471,"3601"
1390317,"3609"
1266561,"3609"
1396137,"3609"
1013320,"3613"
2248664,"3614"
1690893,"3615"
806485,"3618"
70949,"3622"
1585071,"3622"
2487729,"3622"
1112687,"3624"
1412583,"3624"
2501148,"3624"
1261501,"3628"
2551045,"3635"
3220096,"3635"
281008,"3638"
141260,"3651"
1817887,"3651"
1326959,"3653"
361040,"3654"
1215835,"3655"
288123,"3655"
2286936,"3655"
3113783,"3655"
95327,"3669"
478912,"3669"
2667049,"3669"
3021877,"3669"
2485842,"3674"
1652836,"3685"
2062913,"3685"
1053085,"3688"
1766476,"3739"
1233431,"3744"
1452290,"3744"
2851949,"3746"
95773,"3764"
2317009,"3764"
1527770,"3766"
3402579,"3771"
2353303,"3783"
2509139,"3783"
3239298,"3797"
1582950,"3797"
1467774,"3817"
1011361,"3828"
1580638,"3828"
414015,"3828"
2819840,"3828"
2041272,"3842"
1004313,"3854"
955984,"3860"
362575,"3860"
164824,"3860"
2082119,"3860"
2390828,"3860"
3034602,"3860"
749013,"3861"
1250384,"3861"
1498122,"3871"
162276,"3876"
372750,"3883"
524756,"3883"
2953928,"3884"
226462,"3884"
459775,"3884"
935596,"3884"
1974580,"3884"
3392745,"3884"
79443,"3887"
2083867,"3887"
2623713,"3898"
504740,"3928"
1374043,"3928"
346875,"3942"
1505071,"3954"
2011111,"3954"
1964176,"3955"
387419,"3956"
116390,"3960"
392686,"3969"
1559452,"4000"
205387,"4003"
3019978,"4004"
2294365,"4013"
66139,"4032"
1069428,"4042"
464254,"4045"
1924642,"4049"
50596,"4050"
1320916,"4050"
1952202,"4053"
1859206,"4062"
2274957,"4062"
309690,"4065"
1183119,"4065"
3085332,"4065"
1673300,"4075"
1103175,"4100"
2269159,"4103"
511884,"4108"
399450,"4110"
2688693,"4113"
947832,"4119"
933271,"4130"
2497820,"4130"
2936308,"4139"
2993480,"4153"
1354104,"4154"
2138710,"4159"
3157526,"4165"
1602978,"4179"
1446136,"4189"
539978,"4191"
1776562,"4191"
713366,"4198"
1787509,"4205"
2368127,"4205"
2358258,"4236"
1663830,"4238"
1517302,"4250"
449926,"4266"
1243847,"4266"
2050658,"4268"
2733761,"4272"
2003584,"4278"
367081,"4290"
1489270,"4298"
2458937,"4298"
1967250,"4318"
3389752,"4318"
1096534,"4321"
2089729,"4321"
847242,"4322"
2544883,"4322"
1130929,"4334"
2041205,"4335"
2994925,"4343"
1439471,"4343"
1772292,"4358"
1685903,"4362"
3068280,"4362"
1593947,"4369"
1639042,"4369"
3335962,"4389"
1935220,"4396"
2721355,"4396"
702186,"4400"
846288,"4404"
1932981,"4406"
599791,"4419"
2323741,"4420"
3307091,"4431"
1387,"4476"
1588516,"4482 8008"
1976915,"4482 8008"
980130,"4485"
1254205,"4485"
1814403,"4485"
2240886,"4485"
2892246,"4485"
407251,"4489"
3112493,"4500"
2896891,"4503"
2564245,"4515"
168251,"4519"
1191834,"4519"
1362079,"4519"
2647036,"4519"
3156139,"4519"
1922526,"4543"
766998,"4546"
475938,"4546"
1098234,"4546"
1853349,"4547"
313874,"4548"
1008345,"4552"
1505387,"4560"
3202048,"4560"
2681958,"4573"
983946,"4573"
2497980,"4575"
998508,"4579"
2842981,"4579"
1633604,"4590"
1888009,"4598"
555262,"4599"
215838,"4602"
832429,"4602"
3364518,"4602"
1860635,"4608"
2440927,"4608"
633500,"4609"
3119218,"4612"
3053058,"4612"
785039,"4627"
494688,"4642"
886798,"4642"
2636377,"4644"
774370,"4646"
1466069,"4662"
248605,"4669 28367"
2205511,"4669"
45300,"4686"
79498,"4686"
399634,"4686"
655746,"4686"
3353774,"4686"
3418487,"4686"
1658268,"4688"
1766952,"4688"
2821407,"4688"
255832,"4706"
2960416,"4706"
629978,"4715"
748406,"4716"
100163,"4722"
3121772,"4732"
480320,"4748"
2328741,"4753"
885321,"4758"
2349440,"4763"
1787530,"4771"
1196558,"4783"
2765416,"4787"
3060911,"4787"
2462808,"4789"
1955547,"4794"
1475755,"4797"
336928,"4825"
645871,"4825"
681812,"4825"
863152,"4825"
1124015,"4825"
1698263,"4825"
1699172,"4825"
2227760,"4825"
3410355,"4825"
1156821,"4832"
118920,"4865"
2283446,"4865"
3080868,"4870"
1834733,"4876"
1448677,"4883"
3196483,"4884"
268051,"4887"
1262639,"4892"
1687108,"4896"
1754937,"4896"
2320912,"4896"
1252570,"4941"
3072195,"4941"
2206933,"4956"
3407257,"4956"
2165597,"4970"
1843098,"5019"
893888,"5021"
934575,"5028"
1091192,"5029"
4011,"5029"
3368866,"5029"
2058084,"5040"
2107256,"5041"
809412,"5048"
2783573,"5048"
2637684,"5050"
3331839,"5054"
2176199,"5054"
1987376,"5065"
3213370,"5070"
3333158,"5071"
2560249,"5082"
2802626,"5082"
1025441,"5103"
2311598,"5108"
2844162,"5108"
2452848,"5109"
2185603,"5109"
2324357,"5123"
3177678,"5123"
3203762,"5133"
2911623,"5133"
814496,"5146"
1108653,"5151"
957617,"5186"
112920,"5193"
2057340,"5193"
2343551,"5193"
1403061,"5201"
2594566,"5201"
2287940,"5215"
2673015,"5215"
2857464,"5215"
1471173,"5234"
3318293,"5236"
1548158,"5236"
2340773,"5237"
1597831,"5239"
1550775,"5243"
3132579,"5243"
1144147,"5247"
1257449,"5247"
2537963,"5247"
2873361,"5247 13875"
3121833,"5247"
826545,"5263"
1998589,"5269"
415486,"5279"
1897694,"5279"
2833000,"5279"
3274461,"5279"
1528245,"5283"
2788070,"5288"
2051301,"5309"
2829866,"5313"
3294067,"5329"
41300,"5335"
267647,"5335"
1259872,"5335"
2141883,"5335"
2798116,"5335"
3200955,"5335"
88040,"5335"
1574948,"5339"
90839,"5340"
448883,"5340"
2196187,"5340"
1552649,"5346"
3360188,"5346"
2040531,"5349"
91048,"5350"
1752523,"5368"
2780744,"5368"
3154790,"5368"
364909,"5370"
1890879,"5370"
3342284,"5371"
3111068,"5371"
1157488,"5391"
1022238,"5394"
3175574,"5394"
124114,"5415"
2274199,"5415"
2102490,"5429"
2771911,"5430"
991150,"5463"
3093965,"5463"
912920,"5472"
1009044,"5472"
3340954,"5472"
2639628,"5472"
867808,"5482"
1210588,"5501"
2791223,"5502"
2627256,"5507"
2852491,"5507"
1575498,"5530"
1854557,"5530"
1862046,"5530"
3095767,"5531"
2188932,"5536"
2767902,"5551"
2047411,"5570 12445"
367286,"5582"
2960653,"5582"
10400,"5584"
11802,"5592"
1753221,"5594"
2864984,"5594"
1433100,"5598"
1515334,"5613"
2139143,"5613"
2062050,"5620"
515592,"5622"
644346,"5622"
640407,"5635"
613562,"5637"
1652289,"5639"
1187802,"5670"
2085808,"5671"
979045,"5677"
164178,"5678"
13620,"5681"
1716049,"5681"
3220210,"5681"
1611480,"5682"
703000,"5683"
1742798,"5683"
333180,"5691"
111048,"5697"
523022,"5700"
1236594,"5700"
1270880,"5700"
497919,"5711"
1178099,"5714"
1135018,"5717"
692671,"5733"
2906706,"5733"
3338908,"5733"
920445,"5734 7443"
1581755,"5747"
24462,"5753"
948684,"5753"
2323899,"5753"
3380768,"5771"
495797,"5774"
1756392,"5774"
2529087,"5774"
104418,"5776"
938648,"5787"
817028,"5804"
1006309,"5804"
2602717,"5806"
1155001,"5812"
881299,"5816"
1700370,"5821"
135173,"5824"
867689,"5841"
2218959,"5841"
93952,"5848"
984862,"5848"
1929162,"5851"
783797,"5858"
3233253,"5863"
15951,"5869"
862433,"5869"
1155050,"5869"
1779474,"5869"
1228619,"5877"
352144,"5901"
546460,"5901"
1489754,"5909"
2933733,"5909"
887493,"5909"
2621136,"5909"
391094,"5925"
143643,"5925"
691251,"5928"
982118,"5932"
2358917,"5932"
1061423,"5947"
2901397,"5947"
2143457,"5963"
3187071,"5964"
286907,"5965"
1680663,"5965"
1298161,"5966"
3001110,"5966"
924406,"5980"
2016103,"5980"
228866,"5980 34762"
1419901,"5980"
1784399,"5983"
2939127,"5983"
1554755,"5987"
227221,"5987"
3031642,"5992"
344088,"5993"
754762,"5993"
880148,"5993"
2115457,"5993"
790609,"5998"
2303995,"6003"
822305,"6003"
1878060,"6006"
1277051,"6009"
2345071,"6012"
2193760,"6025"
1830633,"6057"
1785596,"6057"
1491752,"6057"
1858654,"6057"
267229,"6058"
3377799,"6068"
1954067,"6070"
53956,"6080"
2796677,"6080"
1231672,"6081"
2270124,"6081"
1571789,"6086"
419657,"6090"
1974948,"6090"
2798450,"6098"
2799658,"6098"
3305365,"6098"
1621920,"6098"
2229894,"6098"
400447,"6103"
995690,"6129"
1885584,"6150"
2609048,"6150"
1160223,"6151"
1672619,"6154"
750220,"6164"
1774631,"6186"
879965,"6215"
1438539,"6215"
2605182,"6216"
2591064,"6225"
3179477,"6227"
251517,"6228"
1501777,"6239"
2799172,"6239"
949060,"6241"
1250279,"6241"
1781348,"6241"
2639186,"6241"
2792065,"6241 19315"
1972379,"6256"
2659365,"6260"
578633,"6260"
1069353,"6260"
490747,"6275"
3381553,"6277"
2140824,"6281"
2329053,"6284"
3136702,"6284"
1341635,"6284"
1996909,"6296"
1135218,"6305"
3288237,"6307"
567771,"6309"
1293146,"6326"
2483512,"6326"
2973640,"6326"
851189,"6332"
2479524,"6332 49386"
2489900,"6338"
1294891,"6360"
1987685,"6368"
2498044,"6368"
2520941,"6368"
2532278,"6368"
3108954,"6388"
2634165,"6390"
1205683,"6395"
820676,"6399"
2550654,"6399"
2055332,"6403"
535353,"6407"
1373149,"6408"
919913,"6408"
3161687,"6408"
3020945,"6423"
862996,"6424"
133727,"6434"
1392029,"6434"
3341221,"6447"
2752774,"6452"
2873622,"6455"
3297964,"6457"
52397,"6462"
2018858,"6462"
2574633,"6466"
2913798,"6485"
680368,"6497"
1483823,"6500"
2089068,"6523"
2621589,"6524"
3077111,"6549"
575737,"6553"
1092682,"6553"
1623377,"6553"
115269,"6553"
401786,"6553"
1035837,"6553"
674107,"6564"
2013672,"6564"
2177767,"6564"
2684133,"6564"
3145762,"6564"
2633251,"6571"
437250,"6589"
612414,"6594"
401498,"6607"
2904194,"6609"
1979632,"6613"
964206,"6613"
2010131,"6616"
65376,"6617"
1220177,"6623"
2118852,"6623"
1486434,"6629"
1292371,"6651"
926860,"6658"
905813,"6660"
2163403,"6674"
741418,"6698"
1976802,"6708"
282800,"6720"
1567182,"6722"
1963339,"6727"
2724673,"6727"
2762515,"6738"
1870169,"6743"
118850,"6743"
3353980,"6743"
1614728,"6791"
3035395,"6791"
2790648,"6802"
2035872,"6808"
2654742,"6808"
2025832,"6808"
451800,"6808"
1071562,"6819"
2685891,"6822"
454071,"6824"
1019153,"6828"
2549210,"6829"
2081312,"6857"
1251545,"6864"
1871518,"6865"
1133336,"6865"
1715289,"6865"
86859,"6888"
336905,"6904"
2965658,"6907"
2339807,"6907"
1627014,"6910"
285028,"6913"
2295289,"6918"
3182261,"6918"
2776409,"6926"
742586,"6927"
3289145,"6928"
3159000,"6933"
2239693,"6943"
1100791,"6947"
806662,"6962"
2202378,"6962"
3067454,"6962"
446195,"6969"
1174845,"6969"
1272191,"6970"
2283022,"6981"
1679199,"7009"
2393722,"7009"
3028092,"7035"
885398,"7035"
1330628,"7035"
72696,"7065"
831720,"7065"
2939854,"7065"
854066,"7072"
3196760,"7072"
523094,"7091"
736698,"7091"
1234614,"7091"
2738400,"7091"
2880291,"7091"
2967700,"7091"
1697085,"7091"
1982080,"7091"
2284856,"7101"
3044571,"7111"
1901796,"7113"
844647,"7115"
2047877,"7118"
1811067,"7134"
2561296,"7134"
1584332,"7167"
1409990,"7168"
2497861,"7168 26547"
891462,"7170"
639409,"7170"
3220764,"7178"
2843797,"7190"
2513637,"7210"
2828510,"7217"
1129746,"7220"
2252635,"7220"
2063160,"7224"
800691,"7225"
736024,"7230"
870035,"7236"
83923,"7238"
641568,"7253"
1378615,"7253"
3345684,"7253 35450"
1384887,"7264"
647940,"7264"
1310254,"7266"
1758911,"7270"
742276,"7270"
727220,"7279"
980652,"7286"
2637612,"7307"
836433,"7312"
3026535,"7312"
1541508,"7313"
226274,"7318"
782293,"7324"
1195393,"7326"
1533169,"7326"
206982,"7331"
2098935,"7331"
2426076,"7331"
961249,"7331"
1757858,"7331"
3097091,"7331"
3248640,"7342"
1684024,"7345"
2755223,"7354"
1342656,"7367"
782120,"7375"
1915159,"7375"
655538,"7381"
3136067,"7396"
3060419,"7406"
2977655,"7410"
1605488,"7420"
53571,"7423"
1274639,"7437"
164606,"7443"
925916,"7443"
2724027,"7447"
538733,"7447"
2611788,"7475"
338974,"7477"
2087025,"7477"
136037,"7480"
1304607,"7487"
99748,"7489"
673862,"7502"
2200855,"7508"
2445272,"7508"
1039817,"7530"
1746077,"7545"
1210788,"7552"
1538701,"7561"
618466,"7563"
1793508,"7568"
3044081,"7577"
281905,"7580"
1989610,"7580"
2961854,"7585"
2853076,"7585"
132690,"7591"
22396,"7598"
3128093,"7598"
1723448,"7601"
1788400,"7601"
2923397,"7619"
1319475,"7624"
2980970,"7624"
1414959,"7629"
560749,"7645"
782438,"7671"
1735800,"7671"
1826409,"7709"
2597015,"7717"
1112341,"7717"
1988412,"7717"
463143,"7731"
1962745,"7731"
3299374,"7731"
968192,"7739"
1388551,"7739"
2276417,"7739"
734289,"7749"
1458063,"7752"
1298355,"7754"
323164,"7757"
2226452,"7772"
565741,"7783"
753223,"7796"
468704,"7805"
2402784,"7807"
2751483,"7818"
3324025,"7818"
584949,"7830"
743326,"7830"
1168787,"7830"
1778251,"7830"
1885135,"7830"
2749570,"7830"
3402904,"7830"
497271,"7854"
333795,"7861"
2812461,"7868"
2027204,"7878"
550173,"7886"
691544,"7886"
2232069,"7887"
39392,"7907"
2392547,"7907"
1673403,"7910"
1802003,"7910"
1788825,"7910"
3370604,"7939"
192368,"7950"
919345,"7959"
635004,"7964"
927618,"7964"
659817,"7966"
2375144,"8002"
2193434,"8008"
1798334,"8008"
2707774,"8008"
3041347,"8008"
1978,"8008"
288618,"8008"
753835,"8008"
873410,"8008"
1662347,"8008"
2651523,"8008"
2178115,"8016"
1431361,"8026"
2686780,"8029"
1491248,"8033"
3222548,"8038"
1618789,"8041"
1168100,"8043"
141449,"8050"
508630,"8050"
1821681,"8050"
2837056,"8050"
187610,"8059"
2664963,"8059"
1835155,"8066"
1055967,"8069"
2896836,"8070"
3230249,"8091"
1417224,"8100"
402106,"8102"
1218470,"8105"
2869485,"8105"
8402,"8106"
2411755,"8106"
2147410,"8123"
2447587,"8123"
2491759,"8127"
3288772,"8127"
1707005,"8135"
430677,"8151"
2528541,"8151"
3319193,"8158"
3084475,"8176"
3129486,"8176"
1093104,"8190"
1502504,"8222"
400967,"8227"
1244144,"8227"
1684065,"8233"
66537,"8256"
505000,"8256"
39377,"8264"
128785,"8264"
1692980,"8264"
3212180,"8264"
1820683,"8272"
426165,"8275"
3258386,"8275"
1224677,"8279"
2322033,"8279"
2779278,"8279"
3263213,"8279"
2798197,"8286"
3231247,"8286"
1081557,"8290"
2009991,"8291"
2718356,"8292"
423468,"8293"
2103868,"8303"
2758746,"8305"
2575544,"8326"
1320406,"8329"
523206,"8329"
1848073,"8340"
337809,"8348"
957899,"8351"
2845904,"8357"
454734,"8358"
385706,"8368"
1447846,"8368"
1685089,"8368"
2435259,"8368"
3010283,"8369"
2408248,"8394"
373310,"8396"
1114460,"8396"
1717244,"8397"
1775251,"8399"
1891857,"8399"
3240341,"8400"
1625265,"8411"
2379446,"8411"
2387844,"8411"
2695177,"8411"
446371,"8419"
1779848,"8419"
886446,"8428"
2560118,"8440"
2456975,"8444"
2489538,"8449"
24236,"8454"
1193172,"8463"
1446528,"8463"
1501336,"8463"
1395932,"8470"
1053849,"8485"
2784141,"8485"
929014,"8485"
2011686,"8497"
1563092,"8500"
692927,"8503"
2620213,"8503"
1969744,"8515"
2395591,"8532"
3364908,"8532"
1874940,"8553"
3006873,"8560"
2444302,"8568"
656572,"8570"
911542,"8573"
3339160,"8589"
2289012,"8591"
1854412,"8598"
566987,"8614"
1652328,"8614"
145566,"8618"
2686577,"8619"
3009775,"8628"
1239031,"8633"
3291830,"8633"
244521,"8643"
344609,"8648"
2279415,"8648"
1891485,"8659"
475809,"8660"
932394,"8660"
2421779,"8676"
2954148,"8685"
2819069,"8685"
236493,"8686"
1693573,"8694"
643746,"8696"
2729354,"8696"
796626,"8697"
2454692,"8699"
1403092,"8713"
236340,"8715"
1854733,"8740"
3159600,"8742"
828628,"8745"
1565363,"8748"
2447293,"8748"
786648,"8754"
1913220,"8764"
3268404,"8773"
2202503,"8776"
3118054,"8776"
153069,"8781"
929886,"8781"
1076785,"8781"
1836647,"8783"
622069,"8787"
2842172,"8787"
2893761,"8787"
458048,"8796"
2225822,"8802"
220160,"8815"
376614,"8815"
591974,"8817"
2099369,"8835"
1319469,"8835"
1482103,"8835"
